Time (sec),500 nM IL-6,750 nM IL-6,1 uM IL-6,500 nM HSA,750 nM HSA,1 uM HSA
309,0.303619167,0.518172667,0.730156667,0.027508333,0.126723333,0.06129
312,0.3029725,0.517859333,0.730043333,0.0290075,0.127986667,0.064576667
315,0.3015925,0.51688,0.72903,0.029964167,0.128436667,0.067006667
318,0.300265,0.5136,0.72777,0.030926667,0.128146,0.070206667
321,0.297896667,0.512050667,0.72669,0.0321,0.128063333,0.073166667
324,0.2967175,0.51212,0.72616,0.031454167,0.128396667,0.07686
327,0.295894167,0.511198667,0.72597,0.031463333,0.128450667,0.07948
330,0.2953225,0.509783333,0.72575,0.031055833,0.128062,0.082706667
333,0.293733333,0.509834,0.723886667,0.030056667,0.128526,0.085076667
336,0.293756667,0.509006667,0.72314,0.029305833,0.128376667,0.086596667
339,0.293241667,0.508838667,0.721676667,0.029286667,0.128862,0.088893333
342,0.292939167,0.506616,0.721196667,0.028643333,0.128714667,0.090683333
345,0.291449167,0.505853333,0.7199,0.028085833,0.128660667,0.092856667
348,0.28996,0.505892667,0.720296667,0.02828,0.130426667,0.09546
351,0.289778333,0.50469,0.720606667,0.028821667,0.130612,0.098883333
354,0.288219167,0.501954,0.719256667,0.029955,0.131128,0.10092
357,0.286546667,0.499860667,0.716656667,0.030628333,0.131258667,0.103596667
360,0.28499,0.498502667,0.715993333,0.032375833,0.131684,0.10349
363,0.2852775,0.495867333,0.716383333,0.033935833,0.131894667,0.104313333
366,0.284210833,0.495100667,0.715393333,0.035229167,0.131622667,0.104893333
369,0.282898333,0.493639333,0.713773333,0.034414167,0.132760667,0.10545
372,0.2805125,0.493210667,0.711773333,0.034441667,0.133328667,0.106043333
375,0.279714167,0.490539333,0.71091,0.035106667,0.134254667,0.10662
378,0.278695,0.488897333,0.709733333,0.034561667,0.134460667,0.106196667
381,0.276635833,0.486664667,0.708036667,0.033968333,0.134332,0.105456667
384,0.274015,0.485869333,0.70709,0.034186667,0.134298,0.10478
387,0.272774167,0.484896667,0.706546667,0.034296667,0.134428667,0.10436
390,0.271469167,0.482698667,0.705056667,0.033430833,0.133478,0.10588
393,0.268784167,0.481532667,0.703423333,0.033331667,0.133251333,0.105563333
396,0.267613333,0.480100667,0.70264,0.033469167,0.13367,0.105236667
399,0.267369167,0.478444667,0.70127,0.034823333,0.133018667,0.10512
402,0.2669075,0.477338,0.699696667,0.03547,0.132638667,0.10428
405,0.265221667,0.477342667,0.698113333,0.0356125,0.132892667,0.10355
408,0.264944167,0.476328667,0.695816667,0.0370275,0.132839333,0.103253333
411,0.264666667,0.475789333,0.695856667,0.037669167,0.132586,0.103473333
414,0.265744167,0.474302,0.694883333,0.0380075,0.133058,0.10429
417,0.265070833,0.472516667,0.694026667,0.038848333,0.132668,0.10384
420,0.264571667,0.472302,0.69453,0.040413333,0.13371,0.103353333
423,0.264370833,0.470922667,0.693556667,0.041138333,0.134200667,0.104233333
426,0.263775833,0.469759333,0.69368,0.04123,0.133576,0.103786667
429,0.263018333,0.469186,0.693526667,0.040995833,0.133294667,0.103433333
432,0.262931667,0.468034667,0.69368,0.0401125,0.132606,0.10316
435,0.262750833,0.466961333,0.69292,0.040190833,0.130817333,0.102756667
438,0.2627,0.465507333,0.69245,0.039699167,0.130684,0.101923333
441,0.263216667,0.464226667,0.690613333,0.03868,0.131034,0.100893333
444,0.262845,0.4628,0.689363333,0.037795833,0.130128,0.099746667
